"DATE_COLLECT","TYP","CUST_CD","CUST_NAME","CUST_ITEM_CD","ITEM_CD","ITEM_NAME","MODEL","PO_NUMBER","CREATED_DATE","SHIP_PLAN_DATE","DELIVERY_DATE","DELIVERY_TIME","SHIP_NOTE","MT","QTY","SHIP_QTY"
"2020-05-01","1:Firm","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","DMK3800748","2020-03-25","2020-03-31","2020-04-01","00:00:00","2020/04/01","04","600","600"
"2020-05-01","1:Firm","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","DMK3800749","2020-03-25","2020-04-01","2020-04-02","00:00:00","2020/04/02","04","600","600"
"2020-05-01","1:Firm","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","DMK4800044","2020-04-01","2020-04-06","2020-04-07","00:00:00","2020/04/07","04","600","600"
"2020-05-01","1:Firm","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","DMK4800045","2020-04-01","2020-04-07","2020-04-08","00:00:00","2020/04/08","04","600","600"
"2020-05-01","1:Firm","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","DMK4800127","2020-04-30","2020-05-07","2020-05-08","00:00:00","2020/05/08","05","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-05-08","2020-05-11","00:00:00","","05","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-05-12","2020-05-13","00:00:00","","05","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-05-14","2020-05-15","00:00:00","","05","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-05-15","2020-05-18","00:00:00","","05","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-05-18","2020-05-19","00:00:00","","05","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-05-20","2020-05-21","00:00:00","","05","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-05-22","2020-05-23","00:00:00","","05","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-05-22","2020-05-25","00:00:00","","05","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-05-25","2020-05-26","00:00:00","","05","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-05-27","2020-05-28","00:00:00","","05","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-05-29","2020-06-01","00:00:00","","06","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-06-01","2020-06-02","00:00:00","","06","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-06-03","2020-06-04","00:00:00","","06","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-06-05","2020-06-08","00:00:00","","06","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-06-12","2020-06-15","00:00:00","","06","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-06-15","2020-06-16","00:00:00","","06","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-06-19","2020-06-22","00:00:00","","06","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-06-22","2020-06-23","00:00:00","","06","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-06-25","2020-06-26","00:00:00","","06","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-07-01","2020-07-02","00:00:00","","07","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-07-06","2020-07-07","00:00:00","","07","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-07-07","2020-07-08","00:00:00","","07","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-07-10","2020-07-13","00:00:00","","07","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-07-13","2020-07-14","00:00:00","","07","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-07-17","2020-07-20","00:00:00","","07","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-07-20","2020-07-21","00:00:00","","07","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-07-23","2020-07-24","00:00:00","","07","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-07-28","2020-07-29","00:00:00","","07","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-07-31","2020-08-03","00:00:00","","08","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-08-03","2020-08-04","00:00:00","","08","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-08-04","2020-08-05","00:00:00","","08","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-08-06","2020-08-07","00:00:00","","08","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-08-07","2020-08-10","00:00:00","","08","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-08-10","2020-08-11","00:00:00","","08","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-08-12","2020-08-13","00:00:00","","08","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-08-14","2020-08-17","00:00:00","","08","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-08-17","2020-08-18","00:00:00","","08","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-08-19","2020-08-20","00:00:00","","08","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-08-21","2020-08-24","00:00:00","","08","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-08-24","2020-08-25","00:00:00","","08","600","0"
"2020-05-01","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-08-27","2020-08-28","00:00:00","","08","600","0"
"2020-05-02","1:Firm","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","DMK4800127","2020-04-30","2020-05-07","2020-05-08","00:00:00","2020/05/08","05","600","0"
"2020-05-02","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-05-08","2020-05-11","00:00:00","","05","600","0"
"2020-05-02","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-05-12","2020-05-13","00:00:00","","05","600","0"
"2020-05-02","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-05-14","2020-05-15","00:00:00","","05","600","0"
"2020-05-02","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-05-15","2020-05-18","00:00:00","","05","600","0"
"2020-05-02","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-05-18","2020-05-19","00:00:00","","05","600","0"
"2020-05-02","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-05-20","2020-05-21","00:00:00","","05","600","0"
"2020-05-02","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-05-22","2020-05-23","00:00:00","","05","600","0"
"2020-05-02","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-05-22","2020-05-25","00:00:00","","05","600","0"
"2020-05-02","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-05-25","2020-05-26","00:00:00","","05","600","0"
"2020-05-02","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-05-27","2020-05-28","00:00:00","","05","600","0"
"2020-05-02","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-05-29","2020-06-01","00:00:00","","06","600","0"
"2020-05-02","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-06-01","2020-06-02","00:00:00","","06","600","0"
"2020-05-02","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-06-03","2020-06-04","00:00:00","","06","600","0"
"2020-05-02","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-06-05","2020-06-08","00:00:00","","06","600","0"
"2020-05-02","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-06-12","2020-06-15","00:00:00","","06","600","0"
"2020-05-02","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-06-15","2020-06-16","00:00:00","","06","600","0"
"2020-05-02","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-06-19","2020-06-22","00:00:00","","06","600","0"
"2020-05-02","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-06-22","2020-06-23","00:00:00","","06","600","0"
"2020-05-02","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-06-25","2020-06-26","00:00:00","","06","600","0"
"2020-05-02","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-07-01","2020-07-02","00:00:00","","07","600","0"
"2020-05-02","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-07-06","2020-07-07","00:00:00","","07","600","0"
"2020-05-02","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-07-07","2020-07-08","00:00:00","","07","600","0"
"2020-05-02","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-07-10","2020-07-13","00:00:00","","07","600","0"
"2020-05-02","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-07-13","2020-07-14","00:00:00","","07","600","0"
"2020-05-02","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-07-17","2020-07-20","00:00:00","","07","600","0"
"2020-05-02","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-07-20","2020-07-21","00:00:00","","07","600","0"
"2020-05-02","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-07-23","2020-07-24","00:00:00","","07","600","0"
"2020-05-02","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-07-28","2020-07-29","00:00:00","","07","600","0"
"2020-05-02","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-07-31","2020-08-03","00:00:00","","08","600","0"
"2020-05-02","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-08-03","2020-08-04","00:00:00","","08","600","0"
"2020-05-02","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-08-04","2020-08-05","00:00:00","","08","600","0"
"2020-05-02","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-08-06","2020-08-07","00:00:00","","08","600","0"
"2020-05-02","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-08-07","2020-08-10","00:00:00","","08","600","0"
"2020-05-02","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-08-10","2020-08-11","00:00:00","","08","600","0"
"2020-05-02","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-08-12","2020-08-13","00:00:00","","08","600","0"
"2020-05-02","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-08-14","2020-08-17","00:00:00","","08","600","0"
"2020-05-02","2:Daily forecast","D20113","IEMT-BKT","8982446240","898244-6240","BRACKET ASM;CAM NO.1","BRACKET ASM;CAM,NO.1","","2020-04-30","2020-08-17","2020-08-18","00:00:00","","08","600","0"
