"DATE_COLLECT","TYP","CUST_CD","CUST_NAME","CUST_ITEM_CD","ITEM_CD","MODEL","PO_NUMBER","CREATED_DATE","SHIP_PLAN_DATE","DELIVERY_DATE","DELIVERY_TIME","SHIP_NOTE","QTY","SHIP_QTY"
"2019-03-12","2:Daily forecast","D20410","MTA","49189-20123","49189-20123","IVECO F1C","","2019-03-12","2019-03-22","2019-03-22","00:00:00","","1008","0"
"2019-03-12","2:Daily forecast","D20410","MTA","49189-20123","49189-20123","IVECO F1C","","2019-03-12","2019-03-25","2019-03-25","00:00:00","","408","0"
"2019-03-12","1:Firm","D20410","MTA","49189-20123","49189-20123","IVECO F1C","B19030025","2019-03-04","2019-03-06","2019-03-06","16:00:00","2019/03/06","504","504"
"2019-03-12","1:Firm","D20410","MTA","49189-20123","49189-20123","IVECO F1C","B19030025","2019-03-04","2019-03-07","2019-03-07","04:00:00","2019/03/07","504","504"
"2019-03-12","1:Firm","D20410","MTA","49189-20123","49189-20123","IVECO F1C","B19030025","2019-03-05","2019-03-07","2019-03-07","22:00:00","2019/03/07","276","276"
