"DATE_COLLECT","TYP","CUST_CD","CUST_NAME","CUST_ITEM_CD","ITEM_CD","MODEL","PO_NUMBER","CREATED_DATE","SHIP_PLAN_DATE","DELIVERY_DATE","DELIVERY_TIME","SHIP_NOTE","QTY","SHIP_QTY"
"2019-03-08","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-08","2019-05-06","2019-05-07","00:00:00","","21","0"
"2019-03-08","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-08","2019-05-16","2019-05-17","00:00:00","","12","0"
"2019-03-08","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-08","2019-05-20","2019-05-21","00:00:00","","9","0"
"2019-03-08","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-08","2019-05-29","2019-05-30","00:00:00","","15","0"
"2019-03-08","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-08","2019-05-14","2019-05-15","00:00:00","","12","0"
"2019-03-08","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-08","2019-05-27","2019-05-28","00:00:00","","15","0"
"2019-03-08","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-08","2019-05-10","2019-05-13","00:00:00","","12","0"
"2019-03-09","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-09","2019-05-15","2019-05-16","00:00:00","","12","0"
"2019-03-09","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-09","2019-05-17","2019-05-20","00:00:00","","9","0"
"2019-03-09","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-09","2019-05-13","2019-05-14","00:00:00","","12","0"
"2019-03-09","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-09","2019-05-28","2019-05-29","00:00:00","","15","0"
"2019-03-09","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-09","2019-05-24","2019-05-27","00:00:00","","15","0"
"2019-03-09","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-09","2019-05-30","2019-05-31","00:00:00","","15","0"
"2019-03-09","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-09","2019-05-22","2019-05-23","00:00:00","","9","0"
"2019-03-09","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-09","2019-05-03","2019-05-06","00:00:00","","21","0"
"2019-03-09","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-09","2019-05-09","2019-05-10","00:00:00","","21","0"
"2019-03-09","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-09","2019-05-20","2019-05-21","00:00:00","","9","0"
"2019-03-09","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-09","2019-05-07","2019-05-08","00:00:00","","21","0"
"2019-03-09","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-09","2019-05-16","2019-05-17","00:00:00","","12","0"
"2019-03-09","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-09","2019-05-06","2019-05-07","00:00:00","","21","0"
"2019-03-09","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-09","2019-05-14","2019-05-15","00:00:00","","12","0"
"2019-03-09","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-09","2019-05-29","2019-05-30","00:00:00","","15","0"
"2019-03-09","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-09","2019-05-27","2019-05-28","00:00:00","","15","0"
"2019-03-09","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-09","2019-05-10","2019-05-13","00:00:00","","12","0"
"2019-03-09","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-09","2019-05-21","2019-05-22","00:00:00","","9","0"
"2019-03-09","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-09","2019-05-08","2019-05-09","00:00:00","","21","0"
"2019-03-09","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-09","2019-05-23","2019-05-24","00:00:00","","9","0"
"2019-03-10","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-09","2019-05-28","2019-05-29","00:00:00","","15","0"
"2019-03-10","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-09","2019-05-24","2019-05-27","00:00:00","","15","0"
"2019-03-10","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-09","2019-05-07","2019-05-08","00:00:00","","21","0"
"2019-03-10","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-09","2019-05-30","2019-05-31","00:00:00","","15","0"
"2019-03-10","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-09","2019-05-13","2019-05-14","00:00:00","","12","0"
"2019-03-10","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-09","2019-05-16","2019-05-17","00:00:00","","12","0"
"2019-03-10","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-09","2019-05-09","2019-05-10","00:00:00","","21","0"
"2019-03-10","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-09","2019-05-20","2019-05-21","00:00:00","","9","0"
"2019-03-10","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-09","2019-05-22","2019-05-23","00:00:00","","9","0"
"2019-03-10","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-09","2019-05-14","2019-05-15","00:00:00","","12","0"
"2019-03-10","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-09","2019-05-29","2019-05-30","00:00:00","","15","0"
"2019-03-10","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-09","2019-05-10","2019-05-13","00:00:00","","12","0"
"2019-03-10","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-09","2019-05-27","2019-05-28","00:00:00","","15","0"
"2019-03-10","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-09","2019-05-23","2019-05-24","00:00:00","","9","0"
"2019-03-10","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-09","2019-05-21","2019-05-22","00:00:00","","9","0"
"2019-03-10","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-09","2019-05-17","2019-05-20","00:00:00","","9","0"
"2019-03-10","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-09","2019-05-03","2019-05-06","00:00:00","","21","0"
"2019-03-10","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-09","2019-05-06","2019-05-07","00:00:00","","21","0"
"2019-03-10","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-09","2019-05-08","2019-05-09","00:00:00","","21","0"
"2019-03-10","10:Total forecast","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-09","2019-05-15","2019-05-16","00:00:00","","12","0"
"2019-03-11","","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-11","2019-05-09","2019-05-10","00:00:00","","21","0"
"2019-03-11","","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-11","2019-05-20","2019-05-21","00:00:00","","9","0"
"2019-03-11","","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-11","2019-05-13","2019-05-14","00:00:00","","12","0"
"2019-03-11","","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-11","2019-05-29","2019-05-30","00:00:00","","15","0"
"2019-03-11","","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-11","2019-05-08","2019-05-09","00:00:00","","21","0"
"2019-03-11","","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-11","2019-05-06","2019-05-07","00:00:00","","21","0"
"2019-03-11","","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-11","2019-05-16","2019-05-17","00:00:00","","12","0"
"2019-03-11","","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-11","2019-05-27","2019-05-28","00:00:00","","15","0"
"2019-03-11","","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-11","2019-05-10","2019-05-13","00:00:00","","12","0"
"2019-03-11","","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-11","2019-05-21","2019-05-22","00:00:00","","9","0"
"2019-03-11","","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-11","2019-05-17","2019-05-20","00:00:00","","9","0"
"2019-03-11","","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-11","2019-05-14","2019-05-15","00:00:00","","12","0"
"2019-03-11","","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-11","2019-05-23","2019-05-24","00:00:00","","9","0"
"2019-03-11","","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-11","2019-05-03","2019-05-06","00:00:00","","21","0"
"2019-03-11","","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-11","2019-05-15","2019-05-16","00:00:00","","12","0"
"2019-03-11","","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-11","2019-05-07","2019-05-08","00:00:00","","21","0"
"2019-03-11","","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-11","2019-05-28","2019-05-29","00:00:00","","15","0"
"2019-03-11","","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-11","2019-05-24","2019-05-27","00:00:00","","15","0"
"2019-03-11","","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-11","2019-05-30","2019-05-31","00:00:00","","15","0"
"2019-03-11","","D20110","IEMT","8981587152","898158-7152","BRACKET;C/RAIL RT56","","2019-03-11","2019-05-22","2019-05-23","00:00:00","","9","0"
